series,observed_epoch_s,package_C,mean_reported_MHz_P,mean_reported_MHz_E,cpu0_package_throttle_count
cool-01,1788839575.9176588,49.0,984.2661666666667,892.556875,26031325
cool-01,1788839576.4224901,96.0,1717.9990833333334,2240.6995,26031325
cool-01,1788839576.9257367,54.0,528.1445833333333,872.2775,26031332
cool-01,1788839577.4333656,100.0,3791.6676666666667,3282.793125,26031334
cool-01,1788839577.9368036,80.0,3174.8670833333335,2304.997,26031360
cool-01,1788839578.4396043,75.0,2558.4385,2942.898875,26031360
cool-01,1788839578.9410934,77.0,2878.7311666666665,2575.274125,26031361
cool-01,1788839579.4426472,97.0,3409.6269166666666,2999.279625,26031361
cool-01,1788839579.9442415,79.0,3150.0110833333333,2931.123375,26031365
cool-01,1788839580.4456825,77.0,2314.6176666666665,2305.951375,26031367
cool-01,1788839580.9471757,75.0,2277.8888333333334,3305.93075,26031367
cool-01,1788839581.4486256,79.0,3459.44125,3300.068125,26031367
cool-01,1788839581.950203,82.0,2406.011,3073.386375,26031367
cool-01,1788839582.4516969,65.0,1457.0518333333334,1259.8331249999999,26031367
cool-01,1788839582.9545376,55.0,787.6735833333333,777.30375,26031367
cool-01,1788839583.459802,100.0,1257.93075,853.466375,26031384
cool-01,1788839583.9614334,64.0,1093.1393333333333,1531.063375,26031406
cool-01,1788839584.4642234,90.0,4100.010166666667,3299.498625,26031438
cool-01,1788839584.9665456,100.0,4099.975916666666,3299.9339999999997,26031464
cool-01,1788839585.468099,66.0,1481.8190833333333,567.98175,26031470
cool-01,1788839585.9712071,100.0,3799.9978333333333,3099.980875,26031499
cool-01,1788839586.4747229,100.0,3679.9583333333335,3299.99625,26031531
cool-01,1788839586.9772985,80.0,543.4030833333334,1533.79425,26031565
cool-01,1788839587.4788055,100.0,3700.5279166666664,2999.984625,26031608
cool-01,1788839587.982434,99.0,1069.2685000000001,1004.126125,26031663
cool-01,1788839588.48756,100.0,3800.016,3100.0013750000003,26031690
cool-01,1788839588.9942064,98.0,3565.0874166666667,2900.006125,26031748
cool-01,1788839589.4968166,93.0,2101.80375,753.128875,26031791
cool-01,1788839589.9984038,94.0,3903.99,3254.195875,26031853
cool-01,1788839590.5006332,100.0,983.4714166666666,520.434,26031884
cool-01,1788839591.0026667,92.0,3982.7573333333335,3275.6115,26031936
cool-01,1788839591.5066922,100.0,3939.423583333333,3199.64775,26031986
cool-01,1788839592.0083604,99.0,3699.98675,3000.001,26032018
cool-01,1788839592.5132053,98.0,3599.9905833333332,2899.986875,26032082
cool-01,1788839593.0169134,97.0,3709.862,3099.9608749999998,26032120
cool-01,1788839593.5202153,98.0,3399.9885833333333,2800.054125,26032168
cool-01,1788839594.024286,98.0,3299.9906666666666,2699.998875,26032212
cool-01,1788839594.530216,98.0,3400.0084166666666,2800.022375,26032254
cool-01,1788839595.0342145,98.0,3407.468083333333,2809.710125,26032311
cool-01,1788839595.5368774,100.0,3399.9949166666665,2799.96325,26032353
cool-01,1788839596.0410762,100.0,3350.48825,1867.249375,26032398
cool-01,1788839596.5451484,100.0,3300.0089166666667,2699.949125,26032439
cool-01,1788839597.049346,96.0,3854.2460833333334,3132.710375,26032479
cool-01,1788839597.5526087,99.0,4000.8573333333334,3200.15825,26032519
cool-01,1788839598.0564728,73.0,625.3360833333334,657.976375,26032559
cool-01,1788839598.5642014,100.0,3693.244166666667,3000.02475,26032583
cool-01,1788839599.066664,100.0,2892.2761666666665,1428.083375,26032629
cool-01,1788839599.5682888,93.0,3691.4995833333332,3123.883625,26032658
cool-01,1788839600.071479,100.0,3685.3663333333334,2982.0301249999998,26032678
cool-01,1788839600.5750444,100.0,3699.996583333333,3000.0053749999997,26032755
cool-01,1788839601.0774965,94.0,1584.4157500000001,2169.693375,26032822
cool-01,1788839601.5792105,96.0,3768.8165,3278.661375,26032849
cool-01,1788839602.0822444,100.0,3095.088083333333,2600.0389999999998,26032889
cool-01,1788839602.5853834,94.0,3039.77525,2984.495875,26032947
cool-01,1788839603.0870888,94.0,3412.7563333333333,2900.0213750000003,26033016
cool-01,1788839603.5922153,100.0,3186.4955,2699.998625,26033066
cool-01,1788839604.1025238,100.0,1169.57575,776.1675,26033112
cool-01,1788839604.60484,100.0,3100.0154166666666,2600.007,26033171
cool-01,1788839605.1096702,97.0,3700.0061666666666,2999.979875,26033223
cool-01,1788839605.6127846,100.0,3497.45175,2827.1155,26033279
cool-01,1788839606.116375,100.0,3660.64075,2999.986375,26033335
cool-01,1788839606.6209106,98.0,1237.5875,2259.79925,26033406
cool-01,1788839607.1241817,100.0,2933.0728333333336,2800.014375,26033443
cool-01,1788839607.6282475,100.0,3764.09925,3100.006,26033488
cool-01,1788839608.135037,100.0,3583.335916666667,2899.991875,26033554
cool-01,1788839608.6442268,98.0,3600.0023333333334,2899.99925,26033619
cool-01,1788839609.14764,100.0,2485.8238333333334,1036.02125,26033658
cool-01,1788839609.6502314,100.0,3599.9969166666665,2900.0405,26033710
cool-01,1788839610.159845,100.0,3206.1694166666666,2699.82425,26033742
cool-01,1788839610.6625915,100.0,3599.9904166666665,2900.0175,26033814
cool-01,1788839611.166669,100.0,3599.98825,2899.9967500000002,26033877
cool-01,1788839611.6696217,100.0,2552.663916666667,1439.2335,26033940
cool-01,1788839612.1721935,89.0,3521.965166666667,3260.305,26033992
cool-01,1788839612.6782436,100.0,3099.9998333333333,2600.016625,26034047
cool-01,1788839613.1842,98.0,3700.0028333333335,3000.0126250000003,26034097
cool-01,1788839613.687019,100.0,3364.793833333333,2782.16775,26034150
cool-01,1788839614.1898046,100.0,3701.4389166666665,3001.7110000000002,26034199
cool-01,1788839614.6922665,100.0,2950.7921666666666,3158.813,26034247
cool-01,1788839615.1939316,97.0,2040.65375,507.130375,26034297
cool-01,1788839615.6965766,100.0,1022.14075,421.482625,26034372
cool-01,1788839616.1981406,98.0,2983.3390833333333,2999.975,26034438
cool-01,1788839616.7061982,100.0,3597.0473333333334,2900.018875,26034498
cool-01,1788839617.2088356,98.0,3274.98875,2700.005,26034564
cool-01,1788839617.719218,100.0,3199.9998333333333,2699.98525,26034633
cool-01,1788839618.2265944,98.0,3183.3330833333334,2699.97925,26034687
cool-01,1788839618.7362998,100.0,2935.73025,2534.88025,26034734
cool-01,1788839619.2424526,100.0,4099.99975,3300.018875,26034778
cool-01,1788839619.746791,100.0,3399.9911666666667,2799.97575,26034829
cool-01,1788839620.2502031,100.0,3399.994,2800.027125,26034876
cool-01,1788839620.7531183,98.0,3100.00375,2599.997875,26034935
cool-01,1788839621.258262,100.0,3500.0174166666666,2800.00875,26035003
cool-01,1788839621.7642362,98.0,3191.806916666667,2700.001625,26035063
cool-01,1788839622.2704332,97.0,1193.3386666666668,400.0,26035113
cool-01,1788839622.7719796,100.0,1720.1359166666666,762.714875,26035173
cool-01,1788839623.2752187,100.0,3112.754,2616.884125,26035234
cool-01,1788839623.7814271,98.0,3095.715583333333,2599.984625,26035300
cool-01,1788839624.2846694,100.0,1206.8555833333332,781.749,26035369
cool-01,1788839624.7863183,100.0,1249.9849166666665,523.88675,26035429
cool-01,1788839625.2878935,100.0,3634.2930833333335,2940.02925,26035487
cool-01,1788839625.792226,100.0,3100.01025,2599.9788750000002,26035555
cool-01,1788839626.2988605,100.0,3299.997,2742.130625,26035595
cool-01,1788839626.8018053,99.0,3499.96225,2903.079875,26035642
cool-01,1788839627.3036304,100.0,2938.3355,2537.9898749999998,26035669
cool-01,1788839627.8132083,100.0,2899.9973333333332,2500.009375,26035731
cool-01,1788839628.3224616,100.0,2210.4669166666667,1232.625625,26035773
cool-01,1788839628.825228,100.0,3401.11825,2799.97825,26035825
cool-01,1788839629.328206,100.0,3087.145666666667,3199.50475,26035872
cool-01,1788839629.8305688,100.0,3400.0113333333334,2800.01,26035925
cool-01,1788839630.3362901,100.0,3200.01325,2699.98425,26035985
cool-01,1788839630.8429377,100.0,3399.9999166666666,2799.99975,26036048
cool-01,1788839631.3502107,100.0,3099.99975,2599.988625,26036105
cool-01,1788839631.857216,98.0,3200.0050833333335,2699.997375,26036168
cool-01,1788839632.3601933,100.0,3399.9738333333335,2799.99425,26036227
cool-01,1788839632.8697898,98.0,2999.99475,2600.015125,26036284
cool-01,1788839633.3730595,100.0,1339.07175,858.5,26036340
cool-01,1788839633.8747308,100.0,2267.389166666667,581.6505,26036371
cool-01,1788839634.3772225,100.0,2999.9845,2600.008125,26036453
cool-01,1788839634.8832273,98.0,3065.141833333333,2599.983625,26036507
cool-01,1788839635.3882356,100.0,3399.994,2799.972875,26036581
cool-01,1788839635.895214,99.0,3099.9893333333334,2599.98125,26036665
cool-01,1788839636.3992376,97.0,3099.99975,2600.010875,26036724
cool-01,1788839636.9059374,100.0,3400.0026666666668,2799.982,26036776
cool-01,1788839637.4088328,96.0,2925.501333333333,2799.944125,26036845
cool-01,1788839637.9121442,100.0,1397.9808333333333,889.87175,26036915
cool-01,1788839638.4172163,100.0,3099.9946666666665,2599.972875,26036992
cool-01,1788839638.9242215,98.0,3000.015,2600.02325,26037052
cool-01,1788839639.429248,100.0,3399.997,2800.00025,26037103
cool-01,1788839639.9348385,93.0,2566.6686666666665,2299.993,26037132
cool-01,1788839640.443634,96.0,2783.3330833333334,2399.96425,26037132
cool-01,1788839640.9472365,92.0,2866.671333333333,2400.028875,26037132
cool-01,1788839641.4532835,96.0,3634.2051666666666,2761.826375,26037145
cool-01,1788839641.956005,97.0,2866.618916666667,2499.96825,26037178
cool-01,1788839642.4610627,92.0,2658.436166666667,2450.155625,26037179
cool-01,1788839642.963235,97.0,1705.6089166666666,2277.9182499999997,26037189
cool-01,1788839643.4648738,100.0,1257.00425,2967.62175,26037216
cool-01,1788839643.9692812,100.0,3397.68575,2800.01175,26037242
cool-01,1788839644.4732091,100.0,3499.984916666667,2850.000125,26037292
cool-01,1788839644.9759789,100.0,2234.6299166666668,1852.998625,26037313
cool-01,1788839645.4779255,97.0,1854.06925,1924.380625,26037343
cool-01,1788839645.9795856,98.0,2741.95275,2718.777875,26037388
cool-01,1788839646.481918,96.0,2398.76175,2154.44325,26037428
cool-01,1788839646.983487,100.0,2732.4915,2503.901125,26037491
cool-01,1788839647.4852223,100.0,2021.9354166666667,2150.851375,26037541
cool-01,1788839647.9871984,100.0,2526.8679166666666,1898.421,26037583
cool-01,1788839648.489819,97.0,2072.0881666666664,1533.9602499999999,26037638
cool-01,1788839648.9914806,99.0,2883.02225,2632.4918749999997,26037679
cool-01,1788839649.4932437,100.0,2327.3049166666665,2727.624125,26037722
cool-01,1788839649.994693,83.0,1556.7984166666668,1620.2425,26037750
cool-01,1788839650.497974,94.0,1430.2155,1791.0297500000001,26037755
cool-01,1788839650.9993572,97.0,3586.023583333333,2699.984,26037777
cool-01,1788839651.5011735,95.0,2231.56675,2761.015625,26037810
cool-01,1788839652.0028155,98.0,2460.7733333333335,1326.334,26037854
cool-01,1788839652.504436,100.0,3336.3993333333333,2754.901625,26037913
cool-01,1788839653.006485,97.0,2250.6570833333335,2206.223125,26037958
cool-01,1788839653.5083997,97.0,2538.037,1936.830375,26038002
cool-01,1788839654.0110905,97.0,3780.05575,3189.24625,26038058
cool-01,1788839654.512754,100.0,3099.5098333333335,2599.9775,26038096
cool-01,1788839655.017499,100.0,3289.1275,2700.034375,26038148
cool-01,1788839655.5212057,100.0,2690.6898333333334,2399.9991250000003,26038208
cool-01,1788839656.0244994,100.0,2680.2669166666665,3021.71925,26038242
cool-01,1788839656.5261557,93.0,1321.2065833333334,846.3045,26038292
cool-01,1788839657.0282025,98.0,3499.99975,2899.964875,26038343
cool-01,1788839657.534202,100.0,3500.014583333333,2800.013625,26038401
cool-01,1788839658.0412028,100.0,3083.32775,2599.998375,26038468
cool-01,1788839658.5452027,98.0,3399.9855000000002,2799.9809999999998,26038544
cool-01,1788839659.0504744,100.0,3540.233333333333,2827.8446249999997,26038617
cool-01,1788839659.5572128,93.0,3128.148,2600.013,26038645
cool-01,1788839660.0612016,93.0,3166.6824166666665,2599.995125,26038645
cool-01,1788839660.5672026,94.0,3166.6611666666668,2599.9966249999998,26038645
cool-01,1788839661.0701423,93.0,2858.32825,2399.976375,26038645
cool-01,1788839661.5749693,96.0,2983.3328333333334,2500.0025,26038645
cool-01,1788839662.0778806,96.0,3063.12725,2598.142625,26038647
cool-01,1788839662.5796018,98.0,2450.85775,2605.128875,26038664
cool-01,1788839663.0813432,98.0,3292.9750833333333,2551.182375,26038700
cool-01,1788839663.584376,96.0,3349.9594166666666,2800.256125,26038728
cool-01,1788839664.0879347,94.0,2400.711083333333,2699.751,26038761
cool-01,1788839664.5919166,94.0,3347.175166666667,2800.015,26038769
cool-01,1788839665.095896,96.0,2402.754,2139.51675,26038781
cool-01,1788839665.5978894,100.0,2994.0368333333336,2776.3157499999998,26038826
cool-01,1788839666.100168,97.0,3023.2825,2537.46075,26038877
cool-01,1788839666.6017654,90.0,2622.8613333333333,3167.26825,26038936
cool-01,1788839667.1033142,93.0,3126.0665,2560.053875,26038990
cool-01,1788839667.604908,99.0,1734.7711666666667,2010.055625,26039048
cool-01,1788839668.10659,97.0,3012.4791666666665,2899.928125,26039112
cool-01,1788839668.6086366,99.0,2889.590833333333,2500.03675,26039190
cool-01,1788839669.1167793,96.0,2546.517,2299.9988749999998,26039235
cool-01,1788839669.6236093,100.0,1060.7141666666666,1485.1601249999999,26039252
cool-01,1788839670.127226,97.0,3398.2046666666665,2799.97175,26039312
cool-01,1788839670.6301932,98.0,2699.9895,2399.998375,26039352
cool-01,1788839671.138951,100.0,1284.1071666666667,1336.212125,26039385
cool-01,1788839671.6406434,100.0,2790.2568333333334,2400.001875,26039439
cool-01,1788839672.143958,96.0,2959.4019166666667,2499.543125,26039475
cool-01,1788839672.6482527,96.0,2841.64175,2599.986,26039480
cool-01,1788839673.152767,97.0,2580.2675,2670.596375,26039484
cool-01,1788839673.6570358,97.0,2977.55975,2404.268375,26039508
cool-01,1788839674.160915,100.0,3460.8648333333335,2635.811125,26039544
cool-01,1788839674.6653087,98.0,2659.2386666666666,2068.882,26039561
cool-01,1788839675.1682713,100.0,2970.3616666666667,2897.98225,26039603
cool-01,1788839675.670184,100.0,2764.7798333333335,2552.317875,26039664
cool-01,1788839676.1740487,98.0,3242.6608333333334,2865.6796249999998,26039725
cool-01,1788839676.6778574,98.0,3122.9326666666666,2061.76725,26039768
cool-01,1788839677.1798158,100.0,2874.414,2899.944875,26039824
cool-01,1788839677.6815991,100.0,1224.9975833333333,763.981125,26039885
cool-01,1788839678.1853874,98.0,3101.6281666666664,2699.95175,26039947
cool-01,1788839678.6879683,100.0,2789.7191666666668,2399.990375,26039999
cool-01,1788839679.1916146,98.0,2772.5375,2399.9790000000003,26040061
cool-01,1788839679.6937473,100.0,1786.05725,2022.343875,26040111
cool-01,1788839680.1953387,97.0,1809.5384166666668,1197.149875,26040175
cool-01,1788839680.6970787,100.0,2997.8034166666666,2599.91325,26040238
cool-01,1788839681.1990163,98.0,2940.0149166666665,2699.430875,26040297
cool-01,1788839681.7017434,100.0,3289.432,2700.14125,26040350
cool-01,1788839682.2045615,100.0,2809.445583333333,2442.4225,26040402
cool-01,1788839682.7064915,98.0,2803.2015,2684.7515,26040446
cool-01,1788839683.2103684,100.0,2439.7634166666667,2203.51975,26040494
cool-01,1788839683.7139752,99.0,3160.73075,2802.4055,26040542
cool-01,1788839684.2159312,99.0,3273.0286666666666,2426.134875,26040598
cool-01,1788839684.719764,99.0,2910.7136666666665,2589.804875,26040639
cool-01,1788839685.2217557,100.0,3150.602083333333,2867.691,26040686
cool-01,1788839685.7234802,100.0,2243.0055,2395.742125,26040744
cool-01,1788839686.2254434,93.0,2923.8084166666667,2670.442125,26040793
cool-01,1788839686.7310274,97.0,3514.7993333333334,3300.0123750000002,26040842
cool-01,1788839687.2351267,97.0,3285.6372499999998,2700.033,26040901
cool-01,1788839687.7422183,100.0,2799.9973333333332,2400.044,26040960
cool-01,1788839688.250228,96.0,2559.6181666666666,2295.858375,26041001
cool-01,1788839688.754476,100.0,945.5451666666667,2083.135,26041034
cool-01,1788839689.2561858,100.0,2218.6311666666666,1221.8555,26041075
cool-01,1788839689.758329,100.0,3356.3166666666666,2865.3246249999997,26041091
cool-01,1788839690.2600598,96.0,3682.23,3154.8360000000002,26041107
cool-01,1788839690.7615826,96.0,3699.9452499999998,2674.782625,26041125
cool-01,1788839691.2641475,100.0,3289.8428333333336,2727.818125,26041148
cool-01,1788839691.7671976,100.0,3299.9999166666666,2700.038,26041204
cool-01,1788839692.2732506,94.0,2949.9998333333333,2499.9955,26041238
cool-01,1788839692.7802453,93.0,2966.6589166666668,2500.02675,26041239
cool-01,1788839693.288845,94.0,2966.672416666667,2500.011,26041239
cool-01,1788839693.7921486,98.0,3044.63475,2700.042875,26041254
cool-01,1788839694.2963035,92.0,2962.6560833333333,2499.8625,26041270
cool-01,1788839694.8006558,90.0,2806.306,2601.4385,26041270
cool-01,1788839695.3025942,97.0,2934.6031666666668,2700.216,26041288
cool-01,1788839695.8045619,100.0,3483.2655,2800.359375,26041299
cool-01,1788839696.3072546,97.0,3366.6665000000003,2799.9898749999998,26041313
cool-01,1788839696.815752,97.0,3277.6151666666665,2800.1635,26041317
cool-01,1788839697.3175514,93.0,3112.8840833333334,2699.882375,26041320
cool-01,1788839697.8194387,93.0,3066.5624166666666,2600.00175,26041323
cool-01,1788839698.32154,92.0,3038.014416666667,2600.272875,26041323
cool-01,1788839698.8236887,93.0,2924.829,2300.045125,26041323
cool-01,1788839699.3257952,94.0,3183.322166666667,2699.989125,26041323
cool-01,1788839699.829905,97.0,3471.8125833333334,2800.18725,26041325
cool-01,1788839700.3317745,96.0,2849.804,2174.49225,26041335
cool-01,1788839700.833907,100.0,3042.7041666666664,2599.841875,26041348
cool-01,1788839701.3358436,94.0,3342.1680833333335,2605.5915,26041368
cool-01,1788839701.8388414,93.0,3369.11025,2801.5344999999998,26041380
cool-01,1788839702.3432426,92.0,3554.967166666667,2659.083125,26041392
cool-01,1788839702.8503828,94.0,3640.6678333333334,2999.9905,26041402
cool-01,1788839703.3603787,93.0,3483.4106666666667,3207.550625,26041424
cool-01,1788839703.8623652,88.0,3358.2768333333333,2739.697,26041427
cool-01,1788839704.3642151,77.0,1010.7651666666667,1293.274,26041437
cool-01,1788839704.8680263,100.0,3400.0021666666667,2800.02175,26041485
cool-01,1788839705.3781874,94.0,2688.032,2308.9386250000002,26041518
cool-01,1788839705.8802323,90.0,2354.1805,2038.43325,26041553
cool-01,1788839706.3862617,98.0,3199.9943333333335,2700.009125,26041628
cool-01,1788839706.8929727,100.0,3299.9941666666664,2699.99025,26041695
cool-01,1788839707.4014916,100.0,3199.997083333333,2700.015125,26041758
cool-01,1788839707.9062421,100.0,3300.043166666667,2699.974625,26041824
cool-01,1788839708.414325,100.0,2896.833166666667,2500.00125,26041887
cool-01,1788839708.9257646,98.0,3400.013916666667,2800.001125,26041953
cool-01,1788839709.433893,100.0,3099.9999166666666,2599.9955,26042012
cool-01,1788839709.9423144,100.0,3300.005416666667,2700.00225,26042066
cool-01,1788839710.4496107,98.0,3100.0077499999998,2599.9855000000002,26042143
cool-01,1788839710.956286,100.0,3299.9999166666666,2700.02225,26042198
cool-01,1788839711.4638863,100.0,3099.9885,2599.9955,26042258
cool-01,1788839711.9682372,100.0,3212.989416666667,2699.980875,26042335
cool-01,1788839712.474985,99.0,3200.0025,2700.004,26042391
cool-01,1788839712.9812438,100.0,3206.5793333333336,2699.9921249999998,26042468
cool-01,1788839713.4922426,100.0,3012.6045833333333,2499.9705,26042529
cool-01,1788839713.9987195,100.0,3199.99975,2700.003375,26042589
cool-01,1788839714.5075076,98.0,3191.3774166666667,2700.017875,26042670
cool-01,1788839715.0112226,100.0,3199.98875,2700.01175,26042719
cool-01,1788839715.5202625,100.0,3100.04825,2599.966,26042795
cool-01,1788839716.030244,98.0,3300.0109166666666,2700.006875,26042872
cool-01,1788839716.538236,98.0,3000.0024166666667,2593.459625,26042921
cool-01,1788839717.046245,100.0,3200.00525,2700.0065,26042988
cool-01,1788839717.5552406,100.0,3099.9971666666665,2599.992625,26043061
cool-01,1788839718.0612679,100.0,3099.994333333333,2599.981875,26043136
cool-01,1788839718.5712423,100.0,2970.434583333333,2532.7685,26043211
cool-01,1788839719.0802844,100.0,3099.9946666666665,2599.9755,26043280
cool-01,1788839719.5892398,98.0,3090.3751666666667,2599.988375,26043350
cool-01,1788839720.095419,100.0,3199.9914166666667,2699.98925,26043413
cool-01,1788839720.6032212,100.0,2999.987,2500.00375,26043480
cool-01,1788839721.1094155,98.0,3200.3560833333336,2700.00475,26043564
cool-01,1788839721.6162448,100.0,2999.9973333333332,2537.240625,26043630
cool-01,1788839722.1212344,100.0,3199.9945,2700.00925,26043692
cool-01,1788839722.62945,98.0,3035.0220833333333,2582.464,26043762
cool-01,1788839723.1362412,100.0,3195.8313333333335,2700.00575,26043821
cool-01,1788839723.6452367,98.0,2900.0071666666668,2499.99025,26043887
cool-01,1788839724.153237,100.0,3196.702,2700.0057500000003,26043940
cool-01,1788839724.6612713,98.0,2999.992166666667,2499.9895,26044015
cool-01,1788839725.1674855,100.0,3100.00225,2599.9856250000003,26044070
cool-01,1788839725.6743298,100.0,3000.007416666667,2561.394125,26044130
cool-01,1788839726.1842546,98.0,3135.1686666666665,2638.828625,26044187
cool-01,1788839726.691162,100.0,2999.9870833333334,2500.00825,26044248
cool-01,1788839727.1992586,100.0,3199.9943333333335,2700.0081250000003,26044316
cool-01,1788839727.707044,100.0,2174.19275,2169.369875,26044370
cool-01,1788839728.2086535,98.0,3190.9331666666667,2699.92175,26044421
cool-01,1788839728.7121663,100.0,2773.997,2400.012,26044468
cool-01,1788839729.2157614,98.0,2688.0803333333333,2400.006,26044518
cool-01,1788839729.718923,100.0,2800.002,2400.0155,26044583
cool-01,1788839730.2218404,100.0,1055.5175,975.649375,26044647
cool-01,1788839730.7262251,100.0,2900.1983333333333,2499.99475,26044691
cool-01,1788839731.2297533,100.0,2978.691333333333,2600.02525,26044746
cool-01,1788839731.7337806,98.0,2581.9615,2304.5057500000003,26044795
cool-01,1788839732.237515,98.0,2699.9931666666666,2399.998625,26044844
cool-01,1788839732.7407403,100.0,936.5641666666667,821.09525,26044888
cool-01,1788839733.2442203,100.0,2999.9922500000002,2600.02275,26044946
cool-01,1788839733.7485337,100.0,1047.4303333333332,974.11675,26044992
cool-01,1788839734.252874,100.0,2685.262416666667,2399.98675,26045055
cool-01,1788839734.763222,100.0,2754.914083333333,2400.0280000000002,26045120
cool-01,1788839735.2722206,100.0,3299.974583333333,2700.018375,26045207
cool-01,1788839735.7827165,100.0,2699.9906666666666,2399.99925,26045283
cool-01,1788839736.288215,100.0,2658.491,2359.698,26045362
cool-01,1788839736.7954578,98.0,2586.1919166666667,2400.022625,26045425
cool-01,1788839737.3012943,100.0,2497.61025,1170.399375,26045485
cool-01,1788839737.8062198,100.0,2999.9998333333333,2563.27925,26045548
cool-01,1788839738.313906,100.0,1445.6038333333333,2514.8675,26045613
cool-01,1788839738.8172626,100.0,2592.262333333333,2299.991,26045667
cool-01,1788839739.320734,98.0,2445.55,1862.488,26045729
cool-01,1788839739.824234,100.0,3099.99975,2599.9901250000003,26045780
cool-01,1788839740.3326397,100.0,1526.2945,1286.29375,26045833
cool-01,1788839740.8345232,100.0,2657.646,2360.876625,26045885
cool-01,1788839741.3380048,100.0,2799.9975833333333,2400.026375,26045959
cool-01,1788839741.8419895,100.0,1130.8295833333334,968.819375,26046040
cool-01,1788839742.3438306,100.0,2893.82625,2499.982125,26046118
cool-01,1788839742.849208,100.0,2816.6641666666665,2400.0035,26046166
cool-01,1788839743.354225,98.0,2893.26725,2500.0037500000003,26046220
cool-01,1788839743.8605497,98.0,2900.0095833333335,2499.99375,26046301
cool-01,1788839744.3635547,96.0,3547.5316666666668,2960.158875,26046340
cool-01,1788839744.8669727,96.0,2942.788,3110.6825,26046351
cool-01,1788839745.3699152,96.0,3881.7076666666667,3073.858125,26046370
cool-01,1788839745.8714917,96.0,2603.4221666666667,2782.4231250000003,26046394
cool-01,1788839746.3730118,100.0,2619.3003333333336,2700.0505000000003,26046436
cool-01,1788839746.877088,100.0,3046.73025,2565.1135,26046473
cool-01,1788839747.381412,98.0,2830.371833333333,2600.02725,26046532
cool-01,1788839747.8858147,100.0,2936.50525,1718.9255,26046589
cool-01,1788839748.3895829,100.0,1553.4525833333332,1217.5529999999999,26046639
cool-01,1788839748.8932488,100.0,1611.8658333333333,1160.160875,26046699
cool-02,1788839816.788492,50.0,754.835,953.003875,26051492
cool-02,1788839817.2943556,87.0,1279.7204166666668,1704.65775,26051493
cool-02,1788839817.7964349,58.0,1093.6320833333334,946.591375,26051494
cool-02,1788839818.3018494,88.0,3839.70225,3299.995125,26051494
cool-02,1788839818.8054302,97.0,4014.95275,3006.64775,26051543
cool-02,1788839819.3086107,74.0,2417.9848333333334,2940.935,26051546
cool-02,1788839819.8118398,77.0,2953.776,2941.27175,26051555
cool-02,1788839820.3141308,98.0,3689.0995,2600.2595,26051559
cool-02,1788839820.817511,92.0,2928.735416666667,3297.840875,26051562
cool-02,1788839821.3207521,74.0,2847.974416666667,2960.4705,26051564
cool-02,1788839821.8239067,100.0,3008.148166666667,3203.2241249999997,26051566
cool-02,1788839822.3274848,79.0,3040.4351666666666,2508.448125,26051566
cool-02,1788839822.830732,88.0,3311.1895,1562.7255,26051571
cool-02,1788839823.3329515,69.0,1974.2753333333333,1389.920125,26051571
cool-02,1788839823.8346837,59.0,1164.1485,519.951875,26051571
cool-02,1788839824.3387833,83.0,2266.065666666667,2550.948125,26051579
cool-02,1788839824.8402996,88.0,1839.0975,1332.623875,26051592
cool-02,1788839825.3419323,100.0,3250.5748333333336,2415.240875,26051613
cool-02,1788839825.8435316,93.0,3791.025333333333,3237.065,26051632
cool-02,1788839826.3451798,74.0,1478.1285833333334,1960.83775,26051656
cool-02,1788839826.848205,100.0,3444.3975,2800.0209999999997,26051692
cool-02,1788839827.3507185,100.0,3899.989416666667,3099.9865,26051741
cool-02,1788839827.8534865,100.0,4099.98575,3299.976,26051775
cool-02,1788839828.357512,94.0,4054.5770833333336,3299.817375,26051804
cool-02,1788839828.8593864,100.0,1027.4673333333333,476.75,26051849
cool-02,1788839829.3632016,100.0,3880.517333333333,3200.066,26051892
cool-02,1788839829.8663738,100.0,3899.0363333333335,3100.010125,26051928
cool-02,1788839830.3752115,98.0,3354.41175,2799.9855,26051979
cool-02,1788839830.8780441,98.0,1128.3339166666667,522.394875,26052032
cool-02,1788839831.3798676,97.0,3342.5400833333333,2715.022375,26052083
cool-02,1788839831.8832095,100.0,3195.8315833333336,2700.00875,26052126
cool-02,1788839832.3860443,98.0,1791.6000833333333,1954.180875,26052175
cool-02,1788839832.8885045,79.0,2904.8002500000002,2366.8713749999997,26052187
cool-02,1788839833.395213,97.0,3799.9999166666666,3099.991875,26052229
cool-02,1788839833.897608,98.0,3600.0016666666666,2900.036,26052286
cool-02,1788839834.4017482,100.0,3599.9835,2899.972875,26052334
cool-02,1788839834.905795,100.0,3291.1313333333333,2700.0502500000002,26052374
cool-02,1788839835.4105136,100.0,3599.9898333333335,2900.027,26052421
cool-02,1788839835.9144835,98.0,3400.006,2800.01375,26052462
cool-02,1788839836.4166594,94.0,1753.631,1716.005,26052508
cool-02,1788839836.9183507,98.0,3299.9940833333335,2700.0105,26052546
cool-02,1788839837.4213564,100.0,3555.851166666667,2900.040125,26052588
cool-02,1788839837.9242373,93.0,2516.8426666666664,2592.4145,26052634
cool-02,1788839838.4258232,97.0,3838.8475,3137.596875,26052681
cool-02,1788839838.9293468,97.0,3471.381,2883.66325,26052713
cool-02,1788839839.4344423,98.0,3908.475,3269.1662499999998,26052733
